,Target
47598,0
47599,0
47600,0
47601,0
47602,0
47603,0
47604,0
47605,0
47606,0
47608,1
47609,0
47610,0
47611,0
47613,0
47615,0
47616,0
47617,0
47618,0
47619,0
47620,0
47621,0
47622,0
47623,0
47624,0
47625,0
47626,0
47627,0
47628,0
47630,0
47631,0
47632,0
47633,0
47634,0
47635,0
47636,0
47637,0
47638,0
47639,0
47640,0
47641,0
47642,0
47643,0
47644,0
47645,0
47646,0
47647,0
47648,0
47649,0
47650,0
47651,0
47652,0
47653,0
47655,0
47656,0
47657,0
47658,0
47659,0
47660,0
47661,0
47662,0
47663,0
47664,1
47665,0
47666,0
47669,0
47670,0
47671,0
47672,1
47673,0
47674,1
47675,0
47676,0
47677,0
47678,0
47679,0
47680,0
47681,0
47682,0
47683,0
47684,0
47685,0
47686,0
47687,0
47688,0
47690,0
47691,0
47692,0
47693,0
47694,0
47695,0
47696,0
47697,0
47699,0
47700,0
47701,0
47702,0
47703,0
47704,0
47705,0
47706,0
47707,0
47708,0
47709,0
47710,0
47711,0
47712,0
47713,0
47714,0
47715,0
47716,0
47717,0
47718,1
47719,0
47720,0
47721,0
47722,0
47723,0
47724,0
47725,0
47726,0
47727,0
47728,0
47729,1
47730,0
47731,0
47732,0
47733,0
47734,0
47735,0
47736,0
47738,0
47739,0
47740,0
47741,0
47742,0
47743,0
47744,0
47745,1
47746,0
47747,0
47748,0
47749,1
47750,0
47751,0
47752,0
47753,0
47754,0
47755,0
47756,0
47757,0
47758,0
47759,0
47760,0
47761,0
47762,0
47763,0
47764,0
47765,0
47766,0
47767,0
47768,0
47769,0
47770,0
47771,0
47772,0
47773,0
47774,0
47775,0
47776,0
47777,0
47778,1
47779,0
47780,0
47782,0
47783,0
47784,1
47786,0
47787,0
47788,0
47789,0
47790,0
47791,0
47793,0
47794,0
47795,1
47796,0
47797,0
47798,0
47799,0
47800,0
47801,0
47802,0
47803,0
47805,0
47806,0
47807,0
47809,0
47810,0
47811,0
47812,0
47813,0
47814,0
47815,0
47816,0
47817,0
47818,0
47819,0
47820,0
47821,0
47822,0
47823,0
47824,0
47825,1
47826,0
47827,0
47828,0
47829,0
47830,0
47832,0
47833,0
47834,0
47835,0
47836,0
47837,0
47838,0
47841,0
47842,0
47843,0
47844,0
47845,0
47846,0
47847,0
47848,0
47850,0
47851,0
47852,0
47853,0
47854,0
47855,0
47856,0
47857,0
47858,0
47859,0
47860,0
47861,0
47862,1
47863,0
47864,0
47865,0
47866,0
47867,0
47868,0
47869,0
47871,0
47872,0
47873,0
47874,0
47875,0
47876,0
47877,0
47878,0
47879,0
47880,0
47881,0
47882,0
47883,0
47884,0
47886,0
47887,0
47889,0
47890,0
47891,0
47892,0
47893,0
47894,0
47895,0
47896,0
47897,0
47898,0
47899,0
47900,0
47901,0
47902,0
47903,0
47904,0
47905,0
47906,0
47907,0
47909,0
47911,0
47912,0
47914,0
47915,0
47916,0
47917,0
47918,0
47919,0
47920,0
47921,0
47922,1
47923,0
47924,0
47925,0
47926,0
47927,0
47928,0
47929,0
47931,0
47932,0
47933,0
47934,0
47935,0
47936,0
47937,0
47938,0
47940,0
47942,0
47943,0
47944,0
47945,0
47946,0
47947,0
47948,0
47949,1
47950,0
47951,0
47952,0
47953,0
47954,0
47955,0
47956,0
47957,0
47958,0
47959,0
47960,0
47961,0
47963,0
47964,0
47965,0
47966,0
47967,0
47968,0
47969,0
47970,0
47971,1
47972,0
47973,0
47974,0
47975,0
47976,0
47977,0
47978,0
47979,0
47980,0
47981,0
47982,0
47983,0
47984,0
47985,0
47986,0
47987,0
47988,0
47989,0
47990,0
47991,0
47992,1
47993,0
47994,0
47995,0
47996,0
47997,0
47998,0
47999,0
48000,0
48002,0
48003,0
48004,0
48005,0
48006,0
48007,0
48008,0
48009,1
48010,0
48011,0
48012,0
48013,1
48014,1
48015,0
48016,0
48017,0
48018,0
48021,0
48022,0
48023,0
48024,0
48025,0
48026,0
48027,0
48028,0
48029,0
48030,0
48031,0
48032,0
48033,1
48034,0
48035,0
48037,0
48038,0
48039,0
48040,0
48041,0
48042,0
48043,0
48044,0
48045,0
48046,0
48047,0
48048,0
48049,1
48050,0
48051,0
48052,0
48053,0
48054,0
48055,0
48056,0
48057,1
48058,0
48059,0
48060,1
48061,1
48062,0
48063,0
48064,0
48065,0
48066,0
48067,0
48068,0
48069,1
48070,1
48071,0
48072,0
48073,0
48074,0
48075,0
48076,0
48077,0
48078,0
48079,0
48080,0
48081,1
48082,1
48083,1
48084,0
48085,0
48087,0
48088,1
48089,0
48090,0
48092,0
48094,0
48095,0
48096,0
48097,0
48098,0
48099,0
48100,0
48101,0
48102,0
48103,0
48104,0
48105,0
48106,0
48108,0
48109,0
48110,0
48111,0
48112,0
48113,1
48114,0
48115,0
48116,0
48117,0
48118,0
48119,0
48120,0
48121,0
48122,0
48123,0
48124,0
48125,0
48127,0
48128,0
48129,0
48130,0
48131,0
48132,1
48133,0
48134,0
48135,0
48136,0
48137,0
48139,0
48140,0
48141,0
48142,0
48143,0
48144,0
48145,0
48146,0
48147,0
48148,0
48149,0
48150,0
48151,0
48152,1
48153,0
48154,0
48155,0
48156,0
48157,0
48158,0
48159,0
48160,0
48161,0
48162,0
48163,1
48164,0
48166,0
48167,0
48168,0
48169,0
48170,0
48171,1
48172,0
48173,0
48174,0
48175,0
48176,0
48177,0
48178,0
48179,0
48180,0
48181,0
48182,1
48183,0
48184,0
48185,0
48186,0
48187,0
48189,0
48190,0
48191,0
48192,1
48194,0
48196,0
48197,0
48198,0
48199,0
48200,0
48201,0
48202,0
48203,0
48204,0
48205,1
48206,0
48207,0
48208,0
48209,0
48210,0
48211,0
48212,0
48213,0
48214,0
48215,0
48217,0
48218,0
48219,0
48220,0
48221,0
48222,0
48223,0
48224,0
48225,0
48226,0
48227,0
48228,0
48229,0
48230,0
48231,0
48232,0
48233,0
48234,0
48235,0
48236,0
48237,0
48238,0
48239,0
48240,0
48242,0
48243,0
48244,1
48245,0
48246,0
48247,0
48248,0
48249,1
48250,0
48251,0
48252,0
48253,1
48254,0
48255,0
48256,0
48257,0
48258,0
48259,0
48260,0
48261,0
48262,0
48263,0
48264,0
48265,0
48266,0
48267,0
48268,0
48269,0
48270,0
48271,0
48272,0
48273,0
48274,0
48275,1
48276,0
48277,0
48278,0
48279,0
48281,0
48282,0
48283,0
48284,0
48285,0
48286,0
48287,0
48288,0
48289,0
48290,0
48291,0
48292,1
48293,0
48294,0
48296,0
48297,1
48298,0
48299,0
48300,0
48301,0
48302,1
48303,0
48304,0
48305,1
48306,1
48307,0
48308,0
48309,0
48310,0
48311,0
48312,0
48313,0
48314,0
48315,1
48316,0
48317,0
48318,0
48319,1
48320,1
48321,0
48322,0
48323,0
48324,0
48326,0
48327,0
48328,1
48329,0
48330,0
48331,0
48332,0
48333,0
48334,0
48335,0
48336,0
48337,0
48338,0
48339,0
48340,0
48341,0
48342,0
48343,1
48344,0
48345,0
48346,0
48347,0
48348,0
48349,0
48350,0
48351,0
48352,0
48353,0
48354,0
48355,1
48356,0
48357,0
48358,0
48359,0
48360,0
48361,0
48362,0
48363,1
48364,0
48365,0
48366,0
48367,1
48368,0
48369,0
48370,1
48371,0
48372,0
48373,0
48374,0
48375,0
48377,0
48378,0
48379,0
48380,0
48381,0
48382,0
48383,0
48384,0
48385,0
48387,0
48388,0
48389,0
48390,0
48391,0
48393,0
48394,0
48395,0
48396,0
48397,0
48398,0
48399,0
48400,0
48401,0
48402,0
48403,0
48404,0
48405,0
48406,0
48407,0
48408,0
48409,0
48410,0
48411,0
48412,0
48413,0
48414,0
48415,0
48416,0
48417,0
48418,0
48419,0
48420,0
48421,0
48422,0
48423,0
48424,0
48425,0
48426,0
48427,0
48428,0
48429,0
48430,0
48431,0
48432,0
48433,0
48434,0
48435,0
48436,1
48437,0
48438,0
48439,0
48440,0
48441,0
48442,0
48443,0
48444,0
48445,0
48446,0
48447,0
48448,0
48449,1
48450,0
48451,0
48452,0
48453,0
48454,0
48455,1
48457,0
48458,0
48459,0
48460,0
48463,0
48464,0
48465,0
48468,0
48470,0
48471,0
48472,0
48473,0
48474,0
48475,0
48476,0
48477,0
48478,0
48479,0
48480,0
48481,0
48482,0
48483,1
48484,0
48485,0
48486,0
48487,0
48488,0
48489,0
48490,0
48491,0
48492,0
48493,0
48494,0
48495,0
48496,1
48497,1
48498,0
48499,0
48500,0
48501,0
48502,0
48503,0
48504,0
48505,0
48506,0
48507,0
48508,0
48509,0
48510,0
48511,0
48512,0
48513,0
48514,0
48515,0
48516,0
48517,0
48518,0
48519,0
48520,1
48521,0
48522,0
48523,0
48525,0
48526,0
48527,0
48528,0
48529,0
48530,1
48531,0
48532,0
48533,0
48534,0
48536,0
48537,0
48538,0
48539,0
48540,0
48541,0
48542,0
48543,0
48544,0
48545,0
48546,0
48547,0
48549,0
48550,0
48551,0
48552,0
48553,0
48554,0
48555,0
48556,0
48557,0
48559,0
48560,0
48561,0
48562,0
48563,0
48564,0
48565,0
48567,0
48568,0
48569,0
48570,0
48571,0
48572,0
48573,0
48574,0
48575,0
48576,0
48577,0
48578,0
48579,1
48580,1
48581,0
48582,0
48583,0
48584,0
48585,0
48586,0
48587,0
48588,0
48589,0
48590,0
48591,0
48592,0
48593,0
48594,0
48595,0
48596,0
48597,0
48598,0
48599,0
48600,1
48601,0
48602,0
48603,0
48604,0
48605,0
48606,0
48607,0
48608,1
48609,0
48610,0
48611,0
48612,1
48613,0
48614,0
48615,0
48616,0
48617,0
48618,0
48619,0
48620,0
48621,0
48622,0
48623,0
48624,0
48625,0
48626,0
48627,0
48628,0
48629,0
48630,0
48631,0
48632,0
48633,0
48634,0
48635,0
48636,0
48637,0
48638,0
48639,0
48641,0
48642,0
48643,0
48644,0
48645,0
48646,0
48647,0
48648,0
48649,0
48650,0
48651,0
48652,0
48653,0
48654,0
48655,0
48656,0
48657,0
48658,0
48659,0
48660,1
48661,0
48662,0
48663,0
48664,0
48665,0
48666,0
48667,0
48668,0
48669,0
48670,0
48671,0
48672,0
48674,0
48675,1
48676,0
48677,0
48679,1
48680,0
48681,1
48682,0
48683,0
48684,0
48685,0
48686,0
48687,0
48688,0
48689,0
48690,0
48691,0
48692,0
48693,0
48694,0
48695,0
48696,1
48697,0
48698,0
48699,0
48701,0
48702,0
48703,0
48705,0
48707,0
48709,0
48712,0
48713,1
48714,0
48715,0
48717,0
48719,0
48720,0
48721,0
48724,0
48725,0
48727,0
48728,0
48730,0
48731,0
48736,0
48737,0
48744,0
48747,0
48749,0
48750,0
48751,0
48754,0
48755,0
48759,0
48766,0
48770,0
48772,0
48775,0
48778,0
48779,0
48780,0
48783,0
48784,0
48785,0
48786,0
48790,0
48791,0
48795,0
48796,0
48798,0
48801,0
48802,0
48803,0
48808,0
48811,0
48814,0
48816,0
48817,0
48820,0
48822,0
48823,0
48827,0
48830,1
48831,0
48833,1
48834,1
48837,0
48838,0
48839,0
48841,0
48842,0
48843,0
48844,0
48845,0
48846,0
48849,0
48850,0
48852,1
48856,0
48861,0
48862,0
48865,0
48869,0
48870,0
48871,0
48872,0
48874,0
48875,0
48878,0
48880,0
48883,0
48886,0
48890,0
48892,0
48893,0
48895,0
48897,0
48899,0
48901,0
48904,0
48905,0
48906,0
48907,0
48909,0
48910,0
48912,0
48913,0
48915,0
48916,0
48920,0
48921,0
48924,0
48926,0
48928,0
48930,0
48932,0
48936,0
48944,0
48946,0
48947,0
48949,0
48950,0
48952,0
48954,1
48955,0
48956,0
48958,0
48959,0
48960,0
48961,1
48964,0
48965,0
48966,0
48968,0
48970,0
48971,0
48972,0
48978,0
48979,0
48981,0
48983,0
48984,0
48986,0
48987,0
48988,0
48990,0
48991,0
48992,0
48993,0
48995,1
48996,0
49000,1
49001,0
49003,0
49007,1
49008,0
49009,0
49013,0
49014,0
49015,0
49017,0
49022,0
49023,0
49024,0
49026,0
49028,0
49030,0
49032,0
49033,0
49035,0
49038,0
49040,0
49043,0
49048,0
49055,0
49059,0
49060,0
49062,0
49063,0
49064,0
49065,0
49068,0
49069,0
49073,1
49080,0
49082,0
49084,0
49085,0
49087,0
49090,0
49091,0
49092,0
49095,1
49097,0
49102,0
49106,0
49107,0
49108,0
49109,0
49111,0
49112,0
49113,0
49114,0
49115,1
49117,0
49118,0
49119,0
49120,0
49121,0
49122,1
49123,0
49125,0
49126,1
49127,0
49128,1
49129,0
49132,0
49135,0
49137,0
49138,0
49142,0
49145,0
49149,0
49151,0
49152,0
49153,0
49154,0
49156,0
49157,0
49158,0
49159,0
49160,1
49162,0
49163,1
49164,0
49166,0
49167,0
49168,0
49170,0
49171,0
49172,0
49175,0
49176,0
49177,0
49179,0
49181,0
49182,0
49185,0
49186,0
49187,0
49188,0
49189,0
49190,0
49192,0
49193,0
49194,0
49198,0
49199,0
49202,0
49205,0
49206,0
49211,0
49216,0
49217,0
49219,0
49222,0
49223,1
49224,0
49226,0
49227,0
49230,0
49231,0
49233,0
49234,1
49235,0
49236,0
49237,0
49238,0
49239,0
49240,0
49241,0
49242,0
49244,0
49247,1
49248,0
49250,0
49251,0
49252,0
49253,0
49254,0
49256,0
49258,0
49259,0
49263,0
49266,0
49269,0
49270,0
49272,1
49273,0
49274,0
49275,0
49277,1
49278,0
49279,0
49280,0
49281,1
49282,1
49283,0
49284,0
49285,0
49286,1
49288,0
49289,0
49290,0
49291,0
49292,0
49293,0
49294,0
49295,0
49296,0
49297,0
49298,0
49300,0
49301,0
49302,0
49303,0
49304,1
49305,0
49307,0
49309,0
49310,0
49311,0
49313,0
49315,0
49318,0
49319,0
49320,0
49324,0
49327,0
49328,0
49330,0
49331,0
49332,0
49333,0
49334,1
49336,0
49342,0
49345,1
49347,0
49349,0
49350,0
49352,0
49353,0
49355,0
49356,0
49357,0
49358,0
49359,0
49360,0
49361,0
49364,0
49365,0
49366,0
49367,0
49369,0
49370,0
49371,0
49373,0
49374,0
49376,0
49377,0
49378,1
49379,0
49380,0
49384,0
49385,1
49386,0
49390,0
49393,0
49396,0
49398,0
49399,0
49400,0
49401,0
49402,0
49405,0
49406,0
49408,1
49409,0
49412,0
49413,0
49414,0
49415,0
49416,0
49417,1
49418,0
49419,0
49420,0
49421,1
49422,0
49423,0
49424,0
49425,0
49428,0
49430,0
49431,0
49432,1
49433,0
49434,0
49437,0
49439,0
49440,0
49442,0
49445,0
49446,0
49447,0
49448,1
49449,0
49450,0
49451,1
49452,1
49453,0
49454,0
49455,0
49456,0
49457,0
49459,0
49460,0
49462,0
49463,1
49464,1
49470,1
49471,0
49472,0
49473,0
49475,0
49476,0
49477,0
49479,0
49480,0
49482,0
49484,0
49487,0
49488,0
49490,0
49491,0
49492,0
49493,0
49495,0
49497,0
49498,0
49499,0
49502,0
49505,0
49506,0
49507,0
49508,0
49509,0
49511,0
49512,0
49513,0
49514,0
49515,0
49516,0
49517,0
49520,0
49521,0
49523,0
49524,0
49526,0
49527,0
49528,0
49530,0
49532,0
49533,0
49534,0
49535,0
49536,0
49537,0
49538,0
49539,0
49540,0
49541,0
49542,0
49543,0
49544,0
49545,0
49547,0
49550,0
49552,0
49554,0
49555,0
49556,0
49557,0
49558,0
49560,0
49561,0
49562,0
49564,1
49565,0
49567,0
49568,0
49571,0
49573,0
49574,0
49575,0
49578,1
49580,0
49582,0
49583,0
49584,0
49586,0
49587,0
49588,0
49590,0
49592,0
49593,0
49594,0
49596,0
49597,0
49598,0
49599,0
49601,0
49602,0
49603,0
49604,0
49605,0
49606,0
49608,0
49609,0
49610,0
49611,0
49612,0
49613,0
49614,0
49617,0
49618,0
49619,0
49620,0
49621,0
49622,0
49623,0
49626,0
49627,0
49628,0
49629,0
49632,0
49633,0
49636,0
49638,0
49639,1
49640,1
49641,0
49642,0
49643,0
49645,0
49646,0
49647,0
49650,1
49652,0
49653,0
49654,0
49655,0
49656,0
49657,0
49658,0
49659,0
49660,0
49661,0
49664,0
49665,0
49666,0
49667,0
49668,1
49670,0
49671,0
49672,0
49673,0
49676,0
49677,1
49679,1
49680,0
49682,0
49683,0
49684,0
49685,0
49686,0
49687,0
49688,0
49692,0
49693,0
49695,1
49696,0
49697,0
49698,0
49699,0
49700,0
49701,0
49702,0
49703,0
49705,0
49706,0
49708,0
49710,0
49711,0
49712,0
49713,0
49714,0
49716,0
49717,0
49719,0
49720,0
49722,0
49723,1
49724,0
49725,0
49726,0
49728,1
49729,0
49730,0
49731,0
49732,0
49733,0
49734,0
49735,0
49736,0
49737,1
49739,0
49740,0
49741,0
49742,0
49743,0
49744,0
49746,0
49748,0
49749,0
49750,0
49751,0
49752,0
49753,0
49754,1
49755,0
49756,0
49757,0
49758,0
49759,0
49760,0
49761,0
49764,0
49766,0
49767,0
49768,0
49769,0
49770,0
49771,0
49773,0
49774,0
49777,0
49780,0
49782,0
49783,0
49784,0
49785,0
49787,0
49789,0
49790,0
49791,0
49792,1
49793,0
49794,0
49795,0
49797,1
49799,0
49800,0
49801,0
49802,0
49804,0
49805,0
49806,0
49807,0
49811,0
49813,0
49814,0
49815,0
49816,0
49817,0
49818,0
49819,1
49820,0
49821,0
49822,0
49823,0
49824,0
49825,0
49826,0
49827,0
49828,0
49830,0
49831,0
49833,0
49834,0
49835,0
49836,0
49839,0
49840,0
49843,0
49844,0
49845,1
49846,0
49847,0
49848,0
49849,0
49850,0
49851,1
49852,0
49853,0
49854,1
49855,0
49856,0
49857,0
49858,0
49859,0
49860,0
49861,1
49862,0
49863,0
49864,0
49865,0
49866,0
49867,0
49868,0
49869,0
49870,1
49871,0
49872,0
49874,1
49875,0
49877,0
49878,0
49880,0
49881,0
49882,0
49883,0
49884,0
49885,0
49886,0
49887,0
49889,0
49890,1
49892,0
49893,0
49894,0
49895,0
49896,0
49897,1
49898,0
49899,0
49900,0
49901,0
49902,1
49903,0
49904,0
49905,0
49906,0
49907,0
49908,0
49909,0
49910,0
49911,0
49912,0
49913,0
49914,0
49915,0
49916,0
49917,1
49918,0
49919,0
49920,0
49921,0
49923,0
49924,0
49925,0
49926,0
49927,1
49928,0
49930,0
49931,0
49932,0
49933,0
49934,1
49935,0
49937,0
49938,0
49939,0
49940,0
49942,0
49943,0
49944,0
49945,0
49946,0
49947,0
49948,0
49949,0
49950,0
49951,0
49952,0
49953,0
49954,0
49955,0
49957,0
49958,0
49959,0
49961,0
49962,0
49963,0
49965,0
49966,0
49970,0
49972,0
49977,0
49978,0
49979,0
49981,0
49982,1
49983,0
49984,0
49986,0
49987,0
49989,0
49990,0
49991,0
49992,0
49993,0
49994,0
49995,0
49996,0
49997,0
49998,0
49999,0
50000,0
50001,0
50002,0
50003,0
50004,0
50005,0
50006,1
50007,0
50008,0
50009,0
50011,1
50012,0
50013,1
50014,0
50016,0
50017,0
50018,0
50020,0
50021,0
50022,0
50023,0
50024,0
50025,0
50026,0
50027,0
50028,0
50029,0
50030,0
50032,0
50034,0
50035,1
50036,0
50037,0
50038,0
50039,0
50040,0
50041,0
50042,0
50043,0
50044,0
50045,0
50046,0
50047,0
50049,0
50050,0
50051,0
50052,0
50053,0
50054,0
50055,0
50056,0
50057,0
50058,0
50060,0
50061,0
50062,0
50063,0
50064,0
50065,0
50066,0
50067,0
50068,0
50069,0
50070,0
50071,0
50072,0
50074,0
50076,0
50077,0
50079,0
50080,0
50081,0
50082,0
50084,1
50085,0
50086,0
50087,0
50088,0
50089,0
50090,0
50091,0
50092,0
50094,0
50096,0
50098,0
50099,0
50100,0
50102,0
50103,0
50105,0
50108,0
50109,0
50110,1
50112,0
50113,0
50114,0
50115,0
50116,0
50117,0
50118,0
50120,0
50121,0
50122,0
50123,0
50124,0
50125,1
50126,0
50128,0
50129,0
50132,0
50135,0
50137,0
50139,0
50140,0
50141,0
50142,0
50143,0
50144,0
50145,0
50146,0
50147,0
50148,0
50149,0
50150,1
50151,0
50152,0
50153,1
50154,0
50155,0
50156,0
50157,0
50158,0
50159,0
50160,0
50162,0
50163,0
50164,0
50165,0
50166,0
50167,0
50168,0
50169,0
50171,0
50174,0
50179,0
50180,0
50181,0
50182,0
50183,0
50184,0
50185,0
50186,0
50188,0
50189,0
50190,0
50191,0
50192,0
50193,0
50194,0
50195,0
50196,0
50197,0
50198,0
50200,0
50201,0
50202,0
50203,1
50204,0
50205,0
50206,0
50207,0
50208,0
50209,0
50210,0
50211,0
50212,0
50213,0
50214,0
50215,0
50216,0
50217,0
50218,0
50219,0
50220,0
50221,0
50222,0
50223,0
50224,0
50225,0
50226,0
50227,0
50228,1
50229,0
50230,0
50231,0
50232,0
50233,0
50234,0
50235,0
50237,0
50238,0
50239,0
50240,0
50243,0
50244,0
50245,0
50246,0
50247,0
50248,0
50249,0
50250,0
50251,0
50252,0
50253,0
50254,0
50255,0
50256,0
50257,0
50258,0
50259,0
50260,0
50261,0
50262,0
50263,0
50264,0
50265,0
50266,0
50267,0
50268,0
50269,0
50270,0
50271,0
50272,0
50273,0
50274,0
50275,0
50276,0
50277,0
50278,0
50279,0
50280,0
50281,0
50282,0
50283,0
50284,0
50285,0
50286,0
50287,0
50288,0
50289,0
50290,0
50291,0
50292,0
50293,0
50294,0
50295,0
50296,0
50297,0
50298,0
50299,0
50300,1
50301,0
50302,0
50303,0
50304,0
50305,1
50306,0
50307,0
50308,0
50309,0
50310,1
50311,1
50312,0
50313,0
50314,0
50315,1
50316,0
50317,0
50318,0
50319,1
50320,0
50321,0
50322,0
50323,0
50324,0
50325,1
50326,0
50327,0
50328,0
50329,0
50330,0
50331,0
50332,0
50333,0
50334,0
50335,0
50336,0
50337,1
50338,0
50339,0
50340,0
50341,0
50342,0
50343,0
50344,0
50345,0
50346,0
50347,1
50348,0
50349,0
50350,0
50351,0
50352,0
50353,0
50354,0
50355,0
50356,0
50357,0
50358,0
50359,0
50360,0
50361,1
50362,1
50363,0
50364,0
50365,0
50366,0
50367,0
50368,0
50369,0
50372,0
50375,0
50378,0
50382,0
50383,0
50385,0
50386,0
50388,0
50390,0
50392,0
50394,0
50395,0
50396,0
50397,0
50398,0
50400,0
50402,0
50405,0
50406,0
50409,0
50414,1
50418,0
50419,0
50422,0
50426,0
50427,0
50429,0
50433,0
50434,0
50436,0
50438,0
50442,0
50443,0
50444,0
50446,0
50448,0
50449,0
50453,0
50454,0
50456,0
50457,0
50458,0
50465,0
50468,0
50469,0
50471,0
50473,0
50474,0
50475,0
50476,0
50478,0
50483,0
50492,0
50495,0
50497,0
50499,0
50501,0
50506,0
50508,0
50509,0
50515,0
50516,0
50517,0
50518,0
50519,0
50520,0
50522,0
50523,1
50526,0
50528,0
50529,0
50530,1
50531,0
50532,0
50533,0
50534,0
50535,0
50539,0
50542,0
50544,0
50548,0
50553,0
50554,0
50555,0
50558,0
50560,0
50562,0
50563,0
50564,0
50567,0
50568,0
50575,0
50576,0
50583,0
50590,1
50591,0
50592,1
50595,1
50596,0
50597,0
50599,0
50603,0
50611,0
50612,0
50613,0
50614,0
50617,0
50618,0
50619,0
50620,0
50621,0
50625,0
50627,0
50628,0
50632,0
50636,0
50637,0
50638,0
50645,0
50646,0
50649,0
50650,0
50651,0
50654,0
50655,0
50657,0
50658,0
50659,0
50660,0
50663,0
50669,0
50671,0
50673,0
50674,0
50675,0
50677,0
50678,0
50679,0
50681,0
50683,0
50685,0
50687,0
50689,0
50692,0
50694,0
50696,0
50701,0
50707,0
50711,0
50713,0
50717,0
50722,1
50723,0
50726,0
50727,0
50729,0
50731,0
50733,0
50734,0
50738,0
50741,0
50742,0
50744,0
50746,0
50748,0
50749,1
50750,0
50752,0
50753,0
50755,0
50756,0
50757,0
50758,0
50759,0
50760,0
50765,0
50766,1
50767,1
50768,0
50769,0
50770,0
50771,0
50778,0
50782,0
50785,0
50786,0
50787,0
50789,0
50790,0
50791,0
50794,0
50795,0
50796,0
50798,0
50799,0
50801,0
50802,0
50803,0
50804,0
50807,0
50809,0
50810,0
50811,0
50814,0
50815,0
50819,0
50821,0
50822,0
50823,1
50825,0
50826,0
50827,0
50829,1
50830,0
50833,0
50834,0
50837,0
50840,0
50842,0
50843,0
50846,0
50847,1
50850,0
50851,0
50855,0
50859,0
50860,0
50862,0
50863,0
50866,0
50867,0
50868,0
50870,0
50871,0
50872,0
50876,0
50878,0
50879,0
50880,0
50881,1
50885,0
50886,0
50890,0
50892,1
50893,1
50894,0
50895,0
50896,0
50897,0
50901,0
50904,0
50905,0
50906,0
50907,0
50908,0
50910,0
50911,0
50912,0
50915,0
50916,0
50919,0
50922,0
50924,0
50925,0
50927,0
50934,0
50935,0
50942,0
50943,0
50944,0
50947,0
50948,1
50951,0
50952,0
50953,0
50960,0
50962,0
50965,0
50967,0
50969,0
50970,0
50971,0
50972,0
50973,0
50977,0
50979,0
50982,0
50985,0
50987,1
50989,0
50991,1
50992,0
50993,0
50995,0
50997,0
51001,1
51002,0
51003,1
51004,0
51007,0
51009,0
51010,0
51011,0
51013,0
51014,0
51017,0
51018,0
51022,0
51023,0
51024,0
51025,0
51026,0
51028,0
51030,0
51032,0
51036,0
51037,0
51038,0
51039,1
51040,0
51043,0
51047,0
51048,0
51049,0
51054,0
51057,0
51059,0
51060,1
51061,0
51063,0
51064,0
51066,0
51068,0
51069,0
51071,0
51085,1
51086,0
51087,0
51091,0
51092,0
51094,0
51099,0
51102,0
51103,0
51104,0
51105,0
51106,0
51108,0
51110,0
51112,0
51113,0
51116,0
51118,0
51120,0
51124,0
51125,0
51130,0
51132,0
51133,0
51137,0
51138,0
51139,0
51140,0
51141,0
51142,0
51144,0
51145,0
51146,0
51147,0
51148,0
51150,0
51151,0
51153,0
51154,0
51155,0
51157,0
51161,0
51163,0
51165,0
51168,0
51169,0
51172,0
51173,0
51175,0
51177,0
51178,0
51179,0
51180,0
51181,0
51182,1
51183,0
51184,0
51185,0
51186,0
51187,0
51188,0
51189,0
51190,0
51192,0
51194,0
51195,0
51197,0
51198,1
51199,0
51200,0
51201,0
51203,0
51204,0
51205,0
51206,0
51209,1
51211,1
51212,0
51216,0
51217,0
51218,1
51220,0
51223,0
51224,0
51226,0
51228,0
51230,0
51231,0
51232,0
51233,0
51234,0
51235,0
51236,0
51237,0
51239,0
51240,0
51241,0
51242,0
51243,0
51245,0
51246,1
51250,0
51251,0
51252,0
51253,0
51255,0
51258,0
51260,0
51261,0
51262,0
51263,0
51264,0
51266,0
51267,0
51269,0
51271,0
51274,0
51275,0
51276,0
51277,0
51278,0
51279,0
51280,0
51285,0
51287,0
51290,0
51291,0
51292,0
51296,0
51297,0
51300,0
51301,0
51302,0
51303,0
51304,0
51305,0
51307,1
51308,1
51309,0
51310,0
51311,0
51313,0
51314,0
51315,0
51316,0
51317,1
51318,0
51320,0
51324,1
51325,0
51326,0
51327,0
51328,0
51329,0
51330,1
51333,0
51335,0
51345,0
51346,0
51347,0
51349,0
51350,0
51351,0
51353,0
51354,1
51356,0
51358,0
51360,0
51361,0
51363,0
51364,1
51366,0
51367,1
51368,0
51369,0
51370,0
51373,0
51374,0
51375,0
51376,0
51378,0
51380,0
51382,0
51383,0
51384,0
51388,0
51391,0
51393,0
51397,1
51398,0
51399,0
51402,0
51403,1
51404,0
51405,0
51406,0
51408,0
51409,0
51410,0
51411,0
51413,0
51415,0
51416,0
51418,0
51419,0
51420,1
51421,0
51426,0
51427,0
51429,0
51430,0
51431,1
51434,0
51436,0
51438,0
51439,0
51440,0
51441,0
51446,0
51447,0
51448,0
51452,0
51454,0
51456,0
51457,0
51458,0
51459,0
51460,0
51461,0
51463,0
51464,0
51465,0
51466,0
51467,0
51469,0
51472,0
51474,0
51478,0
51479,0
51480,0
51481,0
51482,0
51483,0
51484,0
51485,0
51486,0
51488,0
51489,0
51490,0
51491,0
51492,0
51493,0
51494,0
51495,0
51496,0
51497,0
51498,0
51499,0
51501,0
51503,0
51504,0
51505,0
